id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11938763,Double room in the heart of Madrid.,37330209,Pascale,Centro,Embajadores,40.41038,-3.70475,Private room,,1,0,,,1,0,0,
1207929341736796757,Piso en el barrio de Salamanca,66348483,Jose Maria,Salamanca,Castellana,40.43284,-3.68508,Entire home/apt,132.0,3,1,2024-10-09,0.2,1,3,1,
1339805513555889554,habitación grande y tranquila,496358149,Eduardo,Moratalaz,Fontarrón,40.39989846547024,-3.63971131776036,Private room,30.0,1,12,2025-03-10,7.5,3,279,12,
48641441,"LOFT muy luminoso, wifi, AA/CC, céntrico.",4292037,Miguel,Centro,Justicia,40.42449,-3.69627,Entire home/apt,94.0,2,184,2025-02-16,3.83,5,5,38,
910118632351799959,Acogedor piso a 5min de ElRetiro,46972752,Patricia,Retiro,Ibiza,40.4170262,-3.6742848,Private room,103.0,1,11,2024-05-30,0.62,1,364,7,
818172798498049113,Loft de diseño en Chamartín,1819849,S28,Chamartín,Prosperidad,40.4438124,-3.6700782,Entire home/apt,72.0,3,50,2025-01-26,1.99,3,98,29,
700464931358355617,Apartamento en el Centro de Madrid,28742950,Marco,Salamanca,Guindalera,40.43035,-3.66974,Entire home/apt,278.0,2,44,2025-02-23,1.54,1,14,14,
1163620852936509920,Homeclub | Exclusive Complex in Tetuan w/Pool,438136382,Home Club,Tetuán,Valdeacederas,40.46916,-3.7076,Entire home/apt,102.0,1,0,,,334,149,0,
1225174170113324002,Gran vía musicales apartamento 3,48033079,Sergio Isaac,Centro,Universidad,40.42653987854552,-3.708949085576992,Entire home/apt,115.0,2,9,2025-02-11,1.32,16,4,9,
1028818620295298430,New 2 bedroom in Malasaña,234169324,Fabiana,Centro,Universidad,40.42122139125591,-3.7045794112370665,Entire home/apt,200.0,31,7,2025-01-23,0.56,23,63,6,
19310134,Cama doble en chill out con balcón,17395577,Graziella,Chamberí,Trafalgar,40.43419,-3.70382,Private room,65.0,1,31,2024-12-08,0.37,3,2,22,
1010820568311313604,Habitación Privada con 2 baños privados.,493916828,Boga,Centro,Universidad,40.422538447227474,-3.702799706799676,Private room,,1,4,2024-07-09,0.28,16,334,3,
1332776078055704063,Elegante Apartamento junto a Plaza España,251333188,Jose Maria,Centro,Universidad,40.42340997865205,-3.708258707338666,Entire home/apt,185.0,1,0,,,53,3,0,
50025023,Avenida America Vi apartment in Madrid,377605855,MIT House,Salamanca,Guindalera,40.44176,-3.6641,Entire home/apt,87.0,1,14,2025-01-01,0.31,340,341,2,500.2019.10519
909175983949106874,Habitación privada en Gran Vía (cama indiv. 105cm),518331793,Pablo,Centro,Justicia,40.4205958,-3.6986786,Private room,59.0,1,144,2025-03-11,7.04,25,22,93,
1331793159348279185,Habitación Privada Madrid Retiro,473275950,Jose,Retiro,Pacífico,40.40698728719328,-3.67889270742872,Private room,74.0,1,8,2025-02-25,4.71,6,202,8,
866748775503209142,Central apartment with summer pool,361930,Maria,Chamberí,Almagro,40.43652,-3.69223,Entire home/apt,140.0,30,57,2024-12-23,2.51,3,71,23,
49949345,"Magnífica habitación con baño, centro Madrid",2640843,Oscar,Chamberí,Trafalgar,40.43023,-3.70248,Private room,95.0,2,30,2024-12-10,0.7,2,88,13,
1355819142499935891,Céntrico apartamento temporal en la Calle Infantas,25280313,Fernando José,Centro,Justicia,40.42171040737303,-3.697779857999754,Entire home/apt,85.0,1,0,,,39,351,0,
15491094,Apt (20' metro to SOL)+Free PARKING(street),34771708,Santiago,Villaverde,San Cristobal,40.34314,-3.68894,Entire home/apt,90.0,25,119,2024-09-16,1.17,2,186,2,
1196223868841178985,Hab Doble Económica - 1o2 camas,550180418,Álvaro,Centro,Cortes,40.4147,-3.69936,Private room,153.0,1,3,2025-01-07,0.71,3,69,3,7401/84
46038068,Habitación tranquila y luminosa a 6 min. del metro,29615670,Sandra,Puente de Vallecas,Numancia,40.39797,-3.65828,Private room,34.0,1,3,2025-03-02,3.0,1,0,3,
272279,The lovely nest,1425071,Enrique,Centro,Embajadores,40.4093,-3.70884,Entire home/apt,,5,243,2025-02-28,1.52,2,6,29,
1151456398550647901,Habitación doble en Madrid Centro,576322089,Ricardo Jesús,Chamberí,Vallehermoso,40.439139905862426,-3.709701017147356,Private room,58.0,2,53,2025-02-23,5.32,1,141,53,
817914867114504764,Pequeña habitación privada en piso compartido,25816068,Bartolomé,Centro,Embajadores,40.409182042326336,-3.699616355819695,Private room,37.0,2,145,2025-03-05,5.77,1,265,75,
45538951,Apartamento espacioso y luminoso,219102844,Rodrigo,Chamberí,Vallehermoso,40.44123,-3.71579,Entire home/apt,,1,0,,,1,0,0,
1208445975426823737,Vivienda en Madrid Río,164238204,Carlos,Arganzuela,Chopera,40.39187,-3.69595,Entire home/apt,160.0,2,19,2025-02-23,3.29,3,190,19,
957744605095640931,Stunning flat to enjoy Madrid,225390196,Santiago,Puente de Vallecas,San Diego,40.39321,-3.6653,Entire home/apt,108.0,1,51,2025-02-18,2.75,19,115,32,59/167843.9/23
9659461,Terrific Location with Video Projector and Netflix,4710774,María,Centro,Universidad,40.42159,-3.70496,Entire home/apt,298.0,3,488,2025-02-21,4.68,5,156,74,VT 1002
35175181,Habitacion final champions wanda metropolitano,215817131,Diego,San Blas - Canillejas,Rosas,40.43472,-3.60832,Private room,800.0,1,0,,,1,89,0,
37253602,beautiful double room with wifi and terrace,280466577,Maëlys,Carabanchel,Comillas,40.39293,-3.71012,Private room,,1,0,,,1,0,0,
47908225,Madrid Rio II,386085631,Dan,Usera,Moscardó,40.38924,-3.70125,Entire home/apt,121.0,2,121,2025-02-16,2.45,6,71,30,
1010939086536303265,Cama en habitación compartida 4 literas,493916828,Boga,Centro,Universidad,40.4218907,-3.703881299999999,Shared room,19.0,1,1,2023-11-04,0.06,16,2,0,
30925546,Deslumbrante Apartamento en Plaza España,40877988,Raul,Moncloa - Aravaca,Argüelles,40.42503,-3.71345,Entire home/apt,116.0,2,240,2025-03-02,3.19,128,0,55,VT-10032
866556421802146609,Habitación Moratalaz,287159665,Patricia,Moratalaz,Marroquina,40.40972,-3.63087,Private room,,1,13,2023-07-12,0.57,1,0,0,
696168807541586010,Gran Vía doble con vistas,307123621,Sol Square,Centro,Sol,40.4192,-3.70111,Private room,122.0,1,43,2025-03-04,1.67,33,50,28,
1094259895172818795,Fantastic flat Arturo Soria D2,378837583,Ignacio,Ciudad Lineal,Costillares,40.46845,-3.66691,Entire home/apt,305.0,1,0,,,17,329,0,En proceso
645375474270669562,E-CityCentre-La Latina-WiFi-A/C,463353002,Isidoro,Centro,Embajadores,40.40792,-3.7051,Entire home/apt,101.0,1,320,2025-03-06,9.89,1,238,120,
592797504271006449,Madrid City Centre Studio Loft Quirky Quiet,7603253,Tara,Centro,Embajadores,40.4068,-3.70051,Entire home/apt,63.0,2,14,2024-09-07,0.4,1,105,3,
1359480069343334936,The Glass Cube of Villoslada,40877988,Raul,Arganzuela,Imperial,40.40808,-3.71692,Entire home/apt,77.0,1,0,,,128,253,0,
1254319439530929346,Encantador Apartamento Duplex,556259333,Nicolas,Centro,Cortes,40.4113759,-3.6947061,Entire home/apt,124.0,1,24,2025-02-15,4.71,15,248,24,
17651708,Bonita & silenciosa hab doble,19671287,Nuria,Centro,Embajadores,40.4068,-3.70418,Private room,,2,3,2017-06-06,0.03,1,0,0,
745398381582090260,Precioso dúplex en zona Vista Alegre en Madrid,471430210,Mariano,Carabanchel,Vista Alegre,40.38541,-3.73837,Entire home/apt,89.0,2,113,2025-02-25,4.08,4,186,52,
1268113821350143351,Habitación doble en Madrid Río,84550373,Marta,Arganzuela,Chopera,40.39508,-3.69866,Private room,60.0,1,9,2025-03-02,1.89,1,3,9,
12704170,SE ALQUILA HABITACIÓN INDIVIDUAL,69055146,Maria Josefa,Ciudad Lineal,Quintana,40.43588,-3.64785,Private room,,15,0,,,1,0,0,
1339115586811734957,Brand new apartment in the heart of Salamanca,585391905,Pablo,Salamanca,Recoletos,40.4224736,-3.6821523,Entire home/apt,375.0,28,0,,,4,293,0,
52604679,STAYLISH STUDIO APARTMENT IN MALASANA,195740337,Hila,Centro,Universidad,40.42151,-3.70167,Entire home/apt,171.0,3,7,2024-10-08,0.17,2,24,1,
49609590,Habitación de Hostal  triple con baño privado,399319608,José Luis,Centro,Sol,40.41901,-3.70135,Private room,196.0,1,10,2024-06-22,0.22,5,253,1,
4266974,Apart Milla de Oro Barrio Salamanca,9392971,David,Salamanca,Castellana,40.43097,-3.68671,Entire home/apt,128.0,10,75,2025-01-12,0.71,2,292,11,
23429304,Madera PENTHOUSE. ART&HOME,10057452,Victor,Centro,Universidad,40.42471,-3.70475,Entire home/apt,193.0,3,330,2025-03-08,3.88,2,71,63,VT-5956
45854255,HABITACION DOBLE USO INDIVIDUAL  LONG STAY,211991262,Hostal Las Fuentes,Centro,Sol,40.41729,-3.708582,Private room,,1,2,2022-01-29,0.04,13,324,0,
1358658354659218698,The secret to a great Stay in Madrid Royal Palace,225390196,Santiago,Centro,Palacio,40.41951,-3.70987,Entire home/apt,97.0,1,0,,,19,306,0,
1350635861716543228,Catalina 02 apartment in Madrid,377605855,MIT House,Retiro,Adelfas,40.402148800416136,-3.670696386754851,Entire home/apt,95.0,1,3,2025-03-02,3.0,340,340,3,
1128781043792645876,Increíble habitación con cama doble en Moncloa,548538099,Ignacio,Chamberí,Vallehermoso,40.44260640887112,-3.713971123278816,Private room,42.0,1,1,2024-04-20,0.09,5,0,1,
1156335585014703774,Apartamento con mimo,158461753,Vanessa,Chamberí,Trafalgar,40.42987,-3.70415,Entire home/apt,113.0,2,31,2025-02-23,3.29,1,156,31,
1308092817873398528,Estudio con Vista Privilegiada a la Almudena,251333188,Jose Maria,Latina,Puerta del Angel,40.41429182544645,-3.72416074088158,Entire home/apt,110.0,1,1,2025-02-18,1.0,53,365,1,
860003186295852826,Habitación Luminosa*.* Con Ascensor•,366306347,Sandra,Carabanchel,Abrantes,40.3769379,-3.7310665,Private room,30.0,1,81,2025-02-23,3.5,1,1,24,
1142751745314352261,"Temporal, parking, piscina,pádel,terraza privada.",574210815,Patricia,Chamartín,Nueva España,40.46008399999999,-3.6728394,Entire home/apt,194.0,32,5,2025-01-04,0.54,5,170,5,
984605907627943342,Cozy studio - 1Bathroom - Salamanca,538027953,Inversiones Dirdam,Chamartín,El Viso,40.44038,-3.68078,Entire home/apt,117.0,1,28,2025-01-18,1.61,1,302,13,
1300098029684700600,Se alquila por noche,540968692,Milenka,Villa de Vallecas,Casco Histórico de Vallecas,40.36832,-3.61888,Private room,50.0,1,0,,,1,365,0,
1365158309936625286,Confortable estudio plaza mayor,448890645,Salomé,Centro,Palacio,40.41249,-3.7093,Entire home/apt,70.0,20,0,,,34,322,0,
24594700,Cozy & Bright apt. Malasaña - Madrid City Centre,185853955,Alvar,Centro,Universidad,40.42353,-3.70337,Entire home/apt,92.0,1,164,2025-02-20,1.97,1,254,37,
846426208549575549,designed&art&view in la latina,204429216,Raquel,Centro,Palacio,40.41341554966389,-3.71100937508632,Entire home/apt,100.0,1,113,2025-02-23,4.73,1,0,61,
8657858,Cosy central apartment in Madrid heart,1232533,Manuel,Centro,Universidad,40.4249,-3.70741,Entire home/apt,,6,143,2023-12-19,1.58,2,0,0,
22496335,Apartment Big Terrace Palace,143684693,Eloy,Arganzuela,Imperial,40.410998644684575,-3.719520829617977,Entire home/apt,,3,217,2025-03-05,2.49,1,4,78,
31037882,Apartament 1 bedroom flat,230030303,Luis,Centro,Palacio,40.4154,-3.71032,Entire home/apt,213.0,1,30,2024-08-30,0.4,9,332,1,VT-10073
1192575717658949357,Ana de Austria I,438136382,Home Club,Hortaleza,Valdefuentes,40.50141201109434,-3.6586803658024873,Entire home/apt,79.0,1,0,,,334,326,0,
1218866017144958104,Habitación Islas Filipinas,241892637,María Ignacia,Chamberí,Vallehermoso,40.4393308,-3.7160222,Private room,,1,0,,,1,0,0,
1288348486810767196,Piso a 15 minutos del centro,661789427,Antonio,Carabanchel,San Isidro,40.39871888598315,-3.733655010424669,Entire home/apt,66.0,30,1,2025-02-04,1.0,13,162,1,
1176081926324577947,GuestReady - A homely studio in the city center,582670560,Guillermo,Centro,Palacio,40.41714591540882,-3.708956847529758,Entire home/apt,88.0,30,0,,,1,342,0,
38036504,Acogedora habitación en zona Plaza Mayor,288615792,Walter,Centro,Embajadores,40.41301,-3.70721,Private room,30.0,1,726,2025-03-05,10.81,1,170,177,
1276906279167699406,Madrid habitaciones barrio norte,131794179,Laura,Fuencarral - El Pardo,Peñagrande,40.48289,-3.72167,Private room,40.0,1,2,2025-02-03,0.45,2,365,2,
1112246801409219137,Design and Comfort in the Heart of Chueca I1I,107335103,Jose Alejandro,Centro,Justicia,40.42054278615865,-3.6993220649221352,Entire home/apt,72.0,1,15,2025-02-02,1.29,95,2,15,
48284153,MyHouseSpain - Increíble piso cerca de Atocha,45621438,Jorge,Retiro,Jerónimos,40.4077110656519,-3.688086981759221,Entire home/apt,115.0,1,164,2025-03-11,3.35,35,0,40,VT-192245
1118188414840128977,Habitación privada con cama doble bien ubicada,293350164,Javier,Moratalaz,Media Legua,40.40936703418201,-3.6577807599880767,Private room,45.0,3,4,2025-02-18,0.38,3,90,4,
1126102287370070442,Apartamento tranquilo a solo 3 min. metro,24999099,Bielka,Arganzuela,Delicias,40.392132478409074,-3.694901380426019,Entire home/apt,55.0,7,12,2025-02-12,1.13,6,62,12,
897785664534119723,Apartamento Centro de Madrid,516179981,Maribel Y Carlo,Centro,Embajadores,40.41064640295384,-3.6976198469116497,Entire home/apt,87.0,28,7,2025-01-02,0.38,1,311,4,
705026531129864485,Piso con Buena Energía en zona Ajardinada,433790291,Germán,Chamartín,Hispanoamérica,40.4540601,-3.6720785,Entire home/apt,135.0,32,8,2024-09-28,0.27,3,340,2,
17935348,All you need in the historic center,96019257,Marina,Centro,Embajadores,40.40914,-3.70225,Entire home/apt,94.0,4,177,2025-02-19,1.86,4,71,31,VT
1155623466700937742,Duque de Rivas-2-3,576464572,Maria Mercedes,Centro,Embajadores,40.41265,-3.7059,Private room,,13,0,,,168,0,0,
938346475353512745,Echegaray Viii apartment in Madrid,377605855,MIT House,Centro,Cortes,40.415026176416085,-3.700560329135633,Entire home/apt,234.0,1,44,2025-03-09,2.23,340,0,23,
49493252,Zoko Suites Iv apartment in Madrid,377605855,MIT House,Centro,Embajadores,40.40939,-3.70688,Entire home/apt,,1,73,2025-02-16,1.61,340,0,7,VT-6755
6661646,Estudio en Ático en calle BARCO,34866834,Antonio,Centro,Universidad,40.42143,-3.70321,Entire home/apt,,30,336,2025-02-17,2.83,1,6,41,
18146906,VIVE MAD Confortable studio Atocha,125123150,Cesar,Arganzuela,Palos de Moguer,40.40279,-3.68841,Entire home/apt,70.0,3,232,2025-02-23,2.41,1,270,46,VT-8169
1253577843534260818,El Encanto de Malasaña,36503894,Marta Y Enrique,Centro,Universidad,40.42587,-3.70813,Entire home/apt,145.0,1,13,2025-02-16,2.65,48,333,13,
49530647,habitación totalmente equipada,117796979,Ignacio,Hortaleza,Pinar del Rey,40.47808,-3.64891,Private room,,10,2,2021-08-10,0.04,3,0,0,
8984546,Apartment with courtyard C.Peñalver II,32046323,Ivory,Salamanca,Lista,40.43001,-3.6744,Entire home/apt,143.0,30,0,,,13,1,0,
48191896,Comfortable 2BR/2BA in Chueca,231647798,Akora,Centro,Justicia,40.42212,-3.69741,Entire home/apt,170.0,1,18,2025-01-14,0.46,10,198,5,
1155536225309494261,Calatrava-25 2do H3,576464572,Maria Mercedes,Centro,Palacio,40.40951,-3.71135,Private room,,21,1,2024-08-28,0.16,168,0,1,
28129951,Standard Interior Room & Bed and Breackfast,211991262,Hostal Las Fuentes,Centro,Sol,40.41735,-3.70858,Hotel room,,1,2,2019-10-13,0.03,13,305,0,
1066435176191000393,CituSpace Alcalá - Apartamento en Barrio Salamanca,31772865,CituSpace,Salamanca,Recoletos,40.42328,-3.68054,Entire home/apt,279.0,1,9,2025-02-03,1.01,67,4,9,
1117143344323926166,Chamberi Boutique,112373304,Daniel,Chamberí,Rios Rosas,40.439542395914,-3.700183122392455,Entire home/apt,190.0,1,16,2024-12-01,1.44,68,51,16,
1198550522737348763,Dúplex Las Letras Place E,556259333,Nicolas,Centro,Cortes,40.4113759,-3.6947061,Entire home/apt,75.0,1,41,2025-02-13,5.26,15,278,41,
52716448,"Stanza matrimoniale, Madrid",27995426,Pietro,Ciudad Lineal,Ventas,40.4188,-3.65135,Private room,50.0,2,49,2024-11-10,1.19,1,365,16,
33207485,Cozy & great to work remotely in heart of the city,71506132,Pedro,Centro,Embajadores,40.41037,-3.70268,Entire home/apt,88.0,3,221,2025-03-04,3.06,1,309,38,
781130895553954975,Modern apartment in Marqués de Vadillo  -VM3-,8244614,Mad About You,Carabanchel,Comillas,40.395881586381776,-3.71302954852581,Entire home/apt,115.0,3,7,2024-11-01,0.34,5,16,2,
52644017,LA PLAZOLETA,1408525,Mad4Rent,Centro,Palacio,40.41103,-3.71108,Entire home/apt,111.0,3,35,2025-01-21,0.86,68,157,17,
691823033124352686,limehome Madrid Ramón | One-Bedroom Apartment (LT),418270816,Limehome,Salamanca,Castellana,40.42905,-3.6803691,Entire home/apt,215.0,28,0,,,58,347,0,49/659112.9/21
1359268410678516890,Habitación cómoda en Tetuán,168868481,Maria,Tetuán,Bellas Vistas,40.4538215400566,-3.707497210189045,Private room,33.0,2,0,,,1,0,0,
1287694344052615772,Charming Lucero II - Estudio recién renovado,595969021,Lorenzo,Latina,Cármenes,40.40337123182303,-3.744235870317546,Entire home/apt,59.0,1,0,,,7,336,0,
784724309221950335,B11-Casa,901218,Myrko,Centro,Palacio,40.41758,-3.70904,Private room,132.0,4,41,2024-10-19,1.53,62,4,13,
659464417661964252,Habitación con baño privado cerca Av. Alcalá,11769281,Giuliana & Mario,San Blas - Canillejas,Canillejas,40.4395,-3.61324,Private room,44.0,4,12,2025-02-02,0.52,14,229,5,
861460022464611625,Luz y silencio en centro Madrid,328173918,Thomas,Centro,Embajadores,40.41029,-3.70032,Entire home/apt,55.0,32,0,,,13,322,0,
23939767,MyHouseSpain - Charming flat in Chamberi,45621438,Jorge,Chamberí,Trafalgar,40.43064,-3.7019,Entire home/apt,203.0,1,238,2025-03-05,2.82,35,291,68,VT-74398CS
599892691275250531,Marco Polo Hostal Boutique Habitación Individual,453165309,Marco Polo Hostal Boutique,Moncloa - Aravaca,Argüelles,40.42696,-3.71502,Private room,96.0,1,156,2025-03-02,4.42,4,359,87,
1340406956783230247,Amplia y luminosa habitación,35865927,Josu,Salamanca,Guindalera,40.44002,-3.66457,Private room,45.0,8,1,2025-03-02,1.0,11,0,1,
807054228609954606,Latina Design Terrace V apartment in Madrid,377605855,MIT House,Centro,Embajadores,40.41091300360955,-3.707521452629957,Entire home/apt,206.0,1,68,2025-03-09,2.64,340,329,43,
1080297930054100818,CituSpace Fernán González-Apto de 2 Dorm en Retiro,31772865,CituSpace,Retiro,Ibiza,40.41631,-3.67597,Entire home/apt,166.0,1,6,2024-07-10,0.51,67,0,6,
15715749,habitacion cerca del bernabeu,48778417,Rene,Chamartín,Nueva España,40.46081,-3.68666,Private room,,3,0,,,1,0,0,
29079972,Good room in Madrid,148199337,Hernan,Moratalaz,Fontarrón,40.40054,-3.64714,Private room,,24,0,,,1,0,0,
1040645368810471477,Plaza Mayor/apartamento Latina,47607603,Ana Isabel,Centro,Palacio,40.4091374,-3.7113643,Entire home/apt,192.0,3,24,2025-01-03,1.67,8,60,22,
28244214,Axel Junior Suite - 1 Pax,198579069,Axel Hotel Madrid - Adults Only,Centro,Embajadores,40.41209,-3.69957,Hotel room,308.0,1,0,,,14,82,0,
1276670685095828444,Apartamento acogedor,658916829,Robert Jakub,Villa de Vallecas,Casco Histórico de Vallecas,40.36670202239394,-3.6221834644675255,Entire home/apt,62.0,1,4,2024-12-08,1.03,1,329,4,
51558455,Cama en dormitorio compartido de 6 mixto,414244011,The Central House Madrid,Centro,Embajadores,40.40983,-3.70534,Shared room,40.0,1,58,2024-12-30,1.35,13,278,9,
917322152677196450,Private Terrace with Rooftop and Pool in Atocha,9531324,Rafael,Arganzuela,Palos de Moguer,40.4060717,-3.694324,Entire home/apt,257.0,3,9,2025-01-01,0.45,1,312,6,
917812171301354208,Habitación individual 106,514227840,Andrea,Hortaleza,Canillas,40.4642787,-3.649709699999999,Private room,29.0,20,1,2024-01-31,0.07,14,283,0,
1111396952061426793,Latina near famous rastro,28038703,Luxury Rentals Madrid,Centro,Embajadores,40.40904,-3.70904,Entire home/apt,,1,18,2024-11-20,1.58,48,298,18,
19428759,Cozy double room well connected to city center.,136207924,Jose,Puente de Vallecas,Palomeras Bajas,40.39113,-3.65648,Private room,27.0,1,279,2025-02-23,2.97,2,0,45,
1253489269341530241,Piso acogedor,653931079,Daniela,Carabanchel,Vista Alegre,40.39153439290818,-3.741103919607422,Entire home/apt,45.0,1,1,2024-10-08,0.2,1,348,1,
9539049,Céntrica y luminosa habitación,29442756,Nico,Centro,Embajadores,40.40764,-3.70021,Private room,,1,0,,,1,0,0,
54032403,Antonio Lopez Ix apartment in Madrid,377605855,MIT House,Carabanchel,Comillas,40.39484,-3.71029,Entire home/apt,108.0,1,44,2025-03-01,1.16,340,326,25,
1038900123476311712,Castilla Iii in aparment Madrid,377605855,MIT House,Tetuán,Valdeacederas,40.46584,-3.70381,Entire home/apt,94.0,1,3,2024-06-02,0.21,340,318,1,
978256388925333521,Apartamento en pleno centro,22636517,Almudena,Centro,Palacio,40.41066832671908,-3.713714034286509,Entire home/apt,90.0,2,15,2025-02-23,1.05,1,130,14,
15764378,"A 15mn del aeropuerto habitacion ,Madrid",34904217,Amel,Chamartín,Castilla,40.46675,-3.67197,Private room,,7,1,2019-06-06,0.01,1,0,0,
50367713,Apartamento 4 en Madrid Rio,65697413,Jose,Latina,Puerta del Angel,40.41576,-3.724778,Entire home/apt,45.0,90,1,2021-12-20,0.03,2,309,0,
613504161733981336,Warm and comfortable 2 bdrm in the center,40620794,Juan Carlos,Centro,Embajadores,40.40947,-3.70831,Entire home/apt,103.0,2,58,2025-03-10,1.67,3,130,22,
1196938128692660595,Ibiza I - LUXA HOME,106591951,Moises,Retiro,Ibiza,40.419599708061625,-3.676841348875136,Entire home/apt,250.0,30,0,,,63,115,0,
1040507323948427900,"Habitación Doble Privada, Piso Compartido",61987627,Ariel,Latina,Puerta del Angel,40.4078008,-3.7323149,Private room,47.0,2,33,2025-03-09,2.27,1,7,24,
985403207213427356,Habitación simple con baño compartido,538057542,Eugenia,Retiro,Pacífico,40.40451233198841,-3.680772632360458,Private room,64.0,1,68,2025-03-05,3.85,3,259,48,
38940528,Cozy private room close to the center,68785784,All,Carabanchel,Comillas,40.39619,-3.71485,Private room,,2,6,2020-01-27,0.09,2,0,0,
1144774017601060556,Ático con terraza a 300 m de atocha,58217762,Elena,Centro,Cortes,40.4109709,-3.6950261,Entire home/apt,65.0,28,11,2025-02-02,1.36,2,280,11,
1354236774544077995,Habitación cama doble,6857159,Elena,Retiro,Ibiza,40.41880138462655,-3.674096400263529,Private room,23.0,14,0,,,2,279,0,
17571687,"Apartment in ""old Madrid of the Hapsburgs""",56195761,Alfonso,Centro,Palacio,40.41231,-3.70884,Entire home/apt,85.0,120,67,2024-12-09,0.69,4,309,15,VT-0000
780743,habitacion en Malasaña plena centro de Madrid,2057313,Abdul,Centro,Universidad,40.42398,-3.70451,Private room,42.0,3,30,2024-12-01,0.79,1,365,6,
48795728,Entire Apartment in La Latina,460391145,Francisco Andres,Centro,Palacio,40.40903,-3.71289,Entire home/apt,468.0,1,50,2025-02-02,1.38,142,6,17,
1123101037619963484,Apartment with terrace and two bedrooms,133056146,Iván,Puente de Vallecas,San Diego,40.3911811,-3.6670178,Entire home/apt,91.0,1,26,2025-02-23,2.51,85,5,26,
11638814,"apartamento con encanto,2planta vt6402",43919337,Ruth,Centro,Justicia,40.42133,-3.698,Entire home/apt,168.0,2,155,2025-03-05,1.43,3,0,38,ATVT1001
1636170,"WOW! PRINCIPE SANTA ANA Wifi!!! 2br, LIFT",8647044,Carmen,Centro,Cortes,40.4163,-3.70046,Entire home/apt,189.0,2,80,2025-02-19,0.59,7,320,10,
1310186397371568633,Charming Urban la Latina VII,666663387,Julio Horacio,Centro,Palacio,40.40879,-3.71155,Entire home/apt,138.0,1,6,2025-02-21,3.21,4,311,6,
45814256,Apartamento Centro Sol amplio 3 hab. 6 PAX,352650970,José,Centro,Embajadores,40.410449337155285,-3.699919163242172,Entire home/apt,172.0,2,189,2024-07-14,3.75,2,14,1,
1079887438761042848,"Acogedor, moderno, AirPort cerca",178125162,Abril,Ciudad Lineal,Concepción,40.44383412110828,-3.6436591318016647,Entire home/apt,,1,11,2025-03-02,0.88,2,0,10,
40730317,Cozzy apartement en corrala en el rastro de Madrid,19635934,Sara,Centro,Embajadores,40.4101,-3.708,Entire home/apt,56.0,30,99,2024-08-30,1.57,2,240,22,
25855032,Ático luminoso en Barrio de Salamanca,34258358,Álvaro,Salamanca,Guindalera,40.43779,-3.67452,Entire home/apt,,2,2,2018-07-15,0.02,1,0,0,
641755563279571098,Design Loft in Madrid,462492496,Royi,Carabanchel,Comillas,40.39179,-3.70922,Entire home/apt,96.0,2,89,2025-02-25,2.75,2,74,36,
1345461737719912656,Estudio Bravo Murillo Chamberí,592263605,Alfredo Rafael,Chamberí,Arapiles,40.43807,-3.70447,Entire home/apt,78.0,1,0,,,12,333,0,
651211456835132827,Apartamento con terraza privada en Madrid centro,390770038,Ezequiel,Centro,Justicia,40.42449,-3.69998,Entire home/apt,122.0,31,0,,,32,212,0,
51259702,Entire VIP apartment in Antón Martin-Madrid Centro,45745512,Zuly,Centro,Embajadores,40.410782,-3.69997,Entire home/apt,,4,1,2021-09-12,0.02,2,0,0,En trámite!
1350032453552085666,Habitación con terraza y grandes vistas,36849612,María Del Prado,Arganzuela,Acacias,40.404973364968114,-3.711436280500907,Private room,40.0,2,1,2025-03-02,1.0,2,82,1,
1305631157858657550,Suite habitación con baño privado,15933446,Daniel,Arganzuela,Delicias,40.39369760875516,-3.690059782482273,Private room,93.0,1,1,2024-12-08,0.34,4,365,1,
1133270284302500653,La casa del poeta,402683004,Ruth,Carabanchel,San Isidro,40.39532293634391,-3.7303127716889386,Entire home/apt,95.0,4,8,2025-01-19,0.76,46,86,8,
17932739,Bright & Spacious 2BD 2BTH - Las Letras,122977557,José,Centro,Cortes,40.41289,-3.69662,Entire home/apt,1302.0,1,283,2025-02-13,2.93,1,308,44,
51421761,Beautiful family flat close to centre MONT. 5P-1BA,6835347,Marta,Ciudad Lineal,Ventas,40.42673,-3.65616,Entire home/apt,,1,12,2023-11-30,0.37,1,0,0,
19371484,Cozy and modern Loft in Callao,35447033,Jose Alejandro,Centro,Sol,40.41838,-3.70494,Entire home/apt,71.0,1,239,2025-02-23,2.55,7,352,54,
870771206897095323,Luxury10 deluxe plaza mayor madrid,327353271,Julieta Y Julián,Centro,Embajadores,40.41090105398485,-3.707142598144783,Entire home/apt,547.0,2,4,2024-09-15,0.18,22,108,3,
24246818,Apartamento completo en Alto de Extremadura,131694165,Anuska,Latina,Puerta del Angel,40.40831,-3.73471,Entire home/apt,,3,1,2018-06-04,0.01,1,0,0,
1259541921233972948,Gran vía green,389485835,Jorge,Centro,Universidad,40.423322014762725,-3.708082212995752,Private room,58.0,1,0,,,1,90,0,
6382107,Loft neighborhood Barrio de la Concepción,13116647,Nuria,Ciudad Lineal,Concepción,40.43852,-3.6504,Entire home/apt,,4,49,2020-01-08,0.47,1,0,0,
